site_no,RBI,RBIrank,STANAME,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,CLASS,AGGECOREGION,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,FLOWYRS_1990_2009,wy00_09
2481510,0.406288355,713,"WOLF RIVER NR LANDON, MS",800.7,3,30.483611,-89.274444,MS,Ref,SEPlains,166.06,169.45,19.09,19.5,25.63,0.078,25.4,12.81,0.461,14.1,1015,0,0.068,20,10
2483500,0.170948808,242,"PEARL RIVER NR LENA, MS",5126.9,3,32.667222,-89.646111,MS,Ref,SEPlains,147.79,146.75,17.05,17.3,24.03,0.221,24.2,10.67,0.125,10.8,927.5,1.1,0.131,15,10
3010655,0.247556198,377,"Oswayo Creek at Shinglehouse, PA",254.4,5,41.961732,-78.198066,PA,Ref,NorthEast,105.5,103.43,6.93,6.7,13.1,0.294,13.8,1.22,0.21,0.8,558.3,27.9,0.132,20,10
3011800,0.293689515,478,"Kinzua Creek near Guffey, PA",100.1,5,41.766451,-78.71864,PA,Ref,NorthEast,120.46,118.54,6.66,6.5,12.37,0.277,13.2,1,0.124,0.7,547.8,28.9,0.08,20,10
3015500,0.330535461,580,"Brokenstraw Creek at Youngsville, PA",784.9,5,41.852559,-79.317271,PA,Ref,NorthEast,115.41,111.54,7.93,8,13.78,0.35,14.5,1.41,0.336,2.1,595.1,24.7,0.112,20,10
3021350,0.541824305,839,"French Creek near Wattsburg, PA",239.7,5,42.015332,-79.782551,PA,Ref,NorthEast,119.27,117.64,8.17,8.1,13.78,0.293,14.2,1.54,0.3,2,608.1,25.8,0.108,20,10
3026500,0.334683889,589,"Sevenmile Run near Rasselas, PA",20.3,5,41.631173,-78.57669,PA,Ref,NorthEast,121.2,119.21,6.79,6.9,12.57,0.243,13,1.14,0.139,0.9,548.8,29,0.085,20,10
3028000,0.296299252,486,"West Branch Clarion River at Wilcox, PA",161.1,5,41.57534,-78.692249,PA,Ref,NorthEast,118.89,115.5,6.62,6.9,12.65,0.342,13.4,0.85,0.295,0.9,545.3,29.1,0.083,20,10
3049000,0.388459338,684,"Buffalo Creek near Freeport, PA",357.2,5,40.715898,-79.699494,PA,Ref,EastHghlnds,106.23,102.91,9.65,9.7,15.89,0.218,16.7,3.48,0.262,4.4,657.2,20.2,0.114,20,10
3049800,0.564097331,858,"Little Pine Creek near Etna, PA",14.9,5,40.520346,-79.938108,PA,Ref,EastHghlnds,101.03,98.92,10.4,10.6,16.46,0.105,16.7,4.97,0.163,5.4,685.4,16.4,0.101,20,10
3050000,0.473196409,787,"TYGART VALLEY RIVER NEAR DAILEY, WV",487.3,5,38.809275,-79.881734,WV,Ref,EastHghlnds,138.56,122.72,8.87,9.5,14.9,1.194,16.4,2.12,0.774,3.3,592.8,24.1,0.081,20,10
3065000,0.392515826,686,"DRY FORK AT HENDRICKS, WV",897.9,5,39.072329,-79.622837,WV,Ref,EastHghlnds,136.46,137.59,8.27,9.1,13.81,1.039,16.6,1.23,0.718,3.3,570.9,24.3,0.072,18,10
3066000,0.373705053,658,"BLACKWATER R AT DAVIS, WV",222.8,5,39.127052,-79.468385,WV,Ref,EastHghlnds,141.51,146.96,8.05,8,13.8,0.388,14.2,1.17,0.37,1.6,563.5,25.4,0.063,20,10
3068800,0.438600003,750,"SHAVERS FORK BELOW BOWDEN, WV",388.3,5,38.913163,-79.770342,WV,Ref,EastHghlnds,144.2,128.26,7.91,9,12.75,1.148,15.7,0.95,0.712,2.5,556.2,25.4,0.066,12,10
3069500,0.398025274,690,"CHEAT RIVER NEAR PARSONS, WV",1856.9,5,39.122884,-79.681174,WV,Ref,EastHghlnds,139.14,131.75,8.29,9.8,13.81,1.239,17.3,1.38,0.849,4,572.3,24.5,0.071,20,10
3070500,0.427657179,742,"BIG SANDY CREEK AT ROCKVILLE, WV",517.4,5,39.615638,-79.704774,WV,Ref,EastHghlnds,126.59,121.59,8.91,9.4,15.15,0.578,16.2,3.48,0.225,4.1,609.8,22.5,0.07,20,10
3076600,0.331508754,583,"BEAR CREEK AT FRIENDSVILLE, MD",127.4,5,39.656139,-79.394111,MD,Ref,EastHghlnds,124.47,116.32,8.2,8.8,14.12,0.439,15.9,3.21,0.137,3.4,585,27.1,0.053,20,10
3078000,0.403952983,709,"CASSELMAN RIVER AT GRANTSVILLE, MD",161.5,5,39.702194,-79.136389,MD,Ref,EastHghlnds,120.59,115.01,8.15,8.2,13.87,0.298,14.5,3.01,0.136,2.6,577.9,25.3,0.069,20,10
3115400,0.682666968,939,Little Muskingum River at Bloomfield OH,544.3,5,39.563129,-81.203724,OH,Ref,EastHghlnds,107.19,109.5,10.78,11.1,17.21,0.245,17.7,4.35,0.186,4.8,692.9,16,0.093,14,10
3118000,0.367916801,644,Middle Branch Nimishillen Creek at Canton OH,116.2,5,40.841447,-81.353723,OH,Non-ref,NorthEast,99.22,99.28,9.8,9.9,15.37,0.096,15.6,4.35,0.053,4.3,667.8,19.5,0.114,20,10
3121850,0.401013655,701,Huff Run at Mineral City OH,31.5,5,40.597285,-81.359001,OH,Ref,EastHghlnds,102.36,102.74,9.95,10,15.83,0.154,16.2,4.4,0.053,4.3,672.7,19,0.144,12,10
3140000,0.516111825,824,Mill Creek near Coshocton OH,70.3,5,40.362846,-81.862356,OH,Ref,EastHghlnds,98.2,98.18,9.89,10,15.88,0.246,16.4,4.37,0.164,4.2,671.1,18,0.128,20,10
3144000,0.486921333,799,Wakatomika Creek near Frazeysburg OH,363.4,5,40.132568,-82.14792,OH,Ref,EastHghlnds,102.23,101.44,9.85,10.3,16.29,0.345,16.9,4.17,0.194,4.5,666.7,18.1,0.118,20,10
3158200,0.478151417,791,Monday Creek at Doanville OH,295,5,39.435348,-82.191537,OH,Ref,EastHghlnds,102.83,101.64,10.25,10.7,17.5,0.151,17.9,4.48,0.161,4.5,675.5,17.3,0.115,12,10
3159540,0.675320024,932,Shade River near Chester OH,400.9,5,39.063689,-81.881802,OH,Ref,EastHghlnds,103.64,104.18,11.33,11.9,18.19,0.229,18.6,4.67,0.25,5.1,711.7,14,0.092,20,10
3161000,0.198506487,287,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",527.9,5,36.393333,-81.406944,NC,Ref,EastHghlnds,141.8,129.55,10.44,10.8,15.95,0.748,17.3,4.49,0.308,4.6,625.8,13,0.06,20,10
3164000,0.202648126,293,"NEW RIVER NEAR GALAX, VA",2952.7,5,36.64735,-80.978969,VA,Ref,EastHghlnds,127.34,110.54,10.41,11.3,16.46,0.987,18,4.26,0.402,4.7,628.1,13.3,0.065,20,10
3165000,0.302854289,500,"CHESTNUT CREEK AT GALAX, VA",102,5,36.645961,-80.919244,VA,Ref,EastHghlnds,126.82,113.01,11.26,11.3,17.37,0.315,17.5,4.63,0.372,4.3,667.5,11.7,0.059,20,10
3170000,0.25197836,385,"LITTLE RIVER AT GRAYSONTOWN, VA",794.6,5,37.037626,-80.556724,VA,Ref,EastHghlnds,114.89,98.87,10.56,11.3,17.49,0.422,18.3,5.01,0.445,5.2,641.7,12.3,0.063,20,10
3173000,0.312682305,526,"WALKER CREEK AT BANE, VA",773.3,5,37.268178,-80.709512,VA,Ref,EastHghlnds,103.51,100.91,10.57,11.7,17.19,0.868,18.4,4.65,0.4,5.3,649,13.5,0.082,20,10
3180500,0.348483651,618,"GREENBRIER RIVER AT DURBIN, WV",345.1,5,38.543727,-79.833115,WV,Ref,EastHghlnds,129.93,116.39,8.06,8.6,13.47,0.804,15.1,0.91,0.5,1.7,561.7,25.3,0.056,20,10
3182500,0.414569215,723,"GREENBRIER RIVER AT BUCKEYE, WV",1365,5,38.185953,-80.130623,WV,Ref,EastHghlnds,123.26,116.58,8.56,8.9,14.67,1.301,16.5,1.79,0.798,2.5,585.3,23.3,0.049,20,10
3186500,0.451267054,765,"WILLIAMS RIVER AT DYER, WV",329.7,5,38.378999,-80.483974,WV,Ref,EastHghlnds,150.45,140.01,8.69,10.4,13.73,1.17,16.5,1.84,0.796,3.1,582.8,24.3,0.06,20,10
3187500,0.425979133,738,"CRANBERRY RIVER NEAR RICHWOOD, WV",207.4,5,38.29539,-80.526475,WV,Ref,EastHghlnds,150.25,140.23,9.15,10.5,13.93,1.015,16.1,2.41,0.657,3.2,595.8,22.6,0.071,20,10
3207965,0.489296996,803,"GRAPEVINE CREEK NEAR PHYLLIS, KY",16.7,5,37.432605,-82.353756,KY,Ref,EastHghlnds,119.68,118.48,13.15,13.3,18.88,0.478,20,5.68,0.136,6,771.5,9,0.078,18,10
3210000,0.468093835,785,"JOHNS CREEK NEAR META, KY",146.1,5,37.567044,-82.457927,KY,Ref,EastHghlnds,118.94,116.36,13.21,13.7,19,0.572,20.3,5.78,0.253,6.5,775.4,9.1,0.076,19,10
3213700,0.300243773,497,"TUG FORK AT WILLIAMSON, WV",2425.1,5,37.673157,-82.280141,KY,Ref,EastHghlnds,115.44,116.94,11.99,13.2,18.37,0.733,20.5,5.3,0.327,6.4,719.6,11.8,0.078,20,10
3230450,0.570241925,862,Hellbranch Run near Harrisburg OH,97,5,39.84783,-83.15733,OH,Non-ref,CntlPlains,97.79,98.52,10.74,10.8,17.06,0.084,17.2,5,0.074,5.1,706.8,16,0.132,17,10
3237280,0.688594164,940,Upper Twin Creek at McGaw OH,33,5,38.643687,-83.215736,OH,Ref,EastHghlnds,112.79,112.52,12.14,12.1,18.3,0.355,19.1,5.79,0.159,5.7,740.1,13,0.088,20,10
3237500,0.791493651,992,Ohio Brush Creek near West Union OH,1003.2,5,38.803684,-83.421023,OH,Ref,CntlPlains,109.71,112.18,11.73,12,18.06,0.433,19.2,5.77,0.105,5.6,733.1,13.5,0.099,20,10
3238500,0.985698196,1067,White Oak Creek near Georgetown OH,568.5,5,38.858125,-83.928539,OH,Ref,CntlPlains,110.84,113.81,11.16,11.4,17.54,0.219,18,5.74,0.144,6,713.2,15,0.102,20,10
3241500,0.414560588,722,Massies Creek at Wilberforce OH,170.9,5,39.722838,-83.882707,OH,Ref,CntlPlains,100.74,100.77,10.44,10.9,16.67,0.169,17,4.94,0.11,5.1,691.9,16.8,0.124,20,10
3250322,0.819622058,1005,"ROCK LICK CR AT STATE HWY 158 NR SHARKEY, KY STA D",10.9,5,38.247302,-83.589357,KY,Ref,EastHghlnds,116.76,116.84,12.11,12.1,18.91,0.16,19.3,6.18,0.329,5.7,738.3,12,0.084,13,10
3251200,0.558189081,851,"NORTH FORK LICKING RIVER NEAR MT OLIVET, KY",582.7,5,38.594796,-84.020206,KY,Ref,SEPlains,115.31,114.09,12.13,11.9,18.55,0.145,18.7,6.13,0.149,6.1,741.5,12.2,0.088,18,10
3280700,0.548507057,845,"CUTSHIN CREEK AT WOOTON, KY",158.2,5,37.165093,-83.307956,KY,Ref,EastHghlnds,128.16,125.47,12.45,12.3,18.65,0.286,19.6,5.68,0.326,5.8,734.8,9.8,0.071,20,10
3281100,0.519714666,828,"GOOSE CREEK AT MANCHESTER, KY",422.7,5,37.152034,-83.760197,KY,Ref,EastHghlnds,128.76,128.36,12.62,12.4,19.34,0.408,20,5.97,0.363,6.1,746.8,10.3,0.058,20,10
3281500,0.458389723,773,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",1838.2,5,37.47981,-83.675192,KY,Ref,EastHghlnds,126.47,122.02,12.48,12.5,19.26,0.42,19.9,6.08,0.385,6,742.2,10.7,0.06,20,10
3282040,0.607431688,892,"STURGEON CREEK AT CRESSMONT, KY",201.4,5,37.500642,-83.810198,KY,Ref,EastHghlnds,124.77,123.14,11.95,12.3,19.04,0.294,19.8,5.77,0.175,6,722,12.9,0.047,17,10
3284520,0.739029182,964,"EAST HICKMAN CR AT ANDOVER VILLAGE NR CADENTOWN,KY",4.1,5,37.9973,-84.405491,KY,Non-ref,SEPlains,117.47,117.54,12.7,12.7,18.9,0.013,18.9,7.03,0.031,7,767,12,0.076,12,10
3285000,0.62516831,904,"DIX RIVER NEAR DANVILLE, KY",822.3,5,37.642023,-84.660777,KY,Ref,SEPlains,125.72,121.96,12.98,12.9,19.39,0.144,19.3,6.86,0.18,7.1,770.3,10.5,0.059,20,10
3288200,0.980768134,1066,"CANE RUN AT BEREA ROAD NEAR DONERAIL, KY",52,5,38.138687,-84.517163,KY,Non-ref,SEPlains,116.46,114.96,12.65,12.6,18.77,0.032,18.8,6.95,0.113,6.7,768.1,12,0.076,10,10
3291780,0.883753157,1034,"INDIAN-KENTUCK CREEK NR CANAAN, IND.",71.4,5,38.878114,-85.257179,IN,Ref,CntlPlains,114.6,115.13,11.64,11.8,17.62,0.247,18.4,5.7,0.188,6.3,732.5,14,0.091,20,10
3292480,0.681323892,937,"LITTLE GOOSE CREEK NEAR HARRODS CREEK, KY",14.9,5,38.312569,-85.625795,KY,Non-ref,SEPlains,120.83,119.4,12.87,13.3,19.36,0.072,19.5,7.16,0.11,7.4,782.4,12,0.081,10,10
3294550,1.338567488,1132,"MILL CREEK CUTOFF NEAR LOUISVILLE, KY",78.5,5,38.17757,-85.866909,KY,Non-ref,SEPlains,115.52,116.44,13.66,13.5,19.75,0.103,19.9,7.9,0.105,7.9,821.1,10.7,0.074,15,10
3298135,1.015894665,1073,"CHENOWETH RUN AT RUCKRIEGAL PARKWAY, KY",14.1,5,38.194791,-85.557181,KY,Non-ref,SEPlains,120.69,120.54,12.87,12.9,19.3,0.04,19.4,7.11,0.063,7.2,778.2,11.4,0.08,11,10
3298150,0.781071585,985,"CHENOWETH RUN AT GELHAUS LANE NEAR FERN CREEK, KY",30,5,38.160067,-85.54218,KY,Non-ref,SEPlains,120.33,119.62,12.9,13,19.33,0.068,19.5,7.13,0.084,7.4,779.4,11.4,0.079,13,10
3300400,0.692559114,945,"BEECH FORK AT MAUD, KY",1128.6,5,37.83284,-85.296069,KY,Ref,SEPlains,123.58,125.15,12.9,13.2,19.46,0.107,19.8,7.07,0.098,7.5,775.1,10.5,0.071,20,10
3301900,0.653984847,921,"FERN CREEK AT OLD BARDSTOWN RD AT LOUISVILLE, KY",8.9,5,38.175624,-85.615237,KY,Non-ref,SEPlains,119.21,118.46,13.04,13.1,19.36,0.047,19.4,7.25,0.09,7.4,788.7,11,0.078,12,10
3302050,0.859547792,1019,"BRIER CREEK AT PENDELTON ROAD NEAR LOUISVILLE, KY",10.7,5,38.047848,-85.857185,KY,Ref,SEPlains,119.16,119.37,13.38,13.3,19.57,0.096,19.7,7.32,0.151,7.6,800.6,10.9,0.073,10,10
3302110,0.516904249,825,OTTER CREEK AT OTTER CR PARK NEAR ROCK HAVEN KY.,255.7,5,37.923404,-86.030521,KY,Ref,SEPlains,123.61,121.99,13.14,13.1,19.59,0.038,19.7,7.09,0.097,7.1,789.4,11.1,0.062,10,10
3337000,0.759112023,974,"BONEYARD CREEK AT URBANA, IL",11,5,40.111143,-88.226438,IL,Non-ref,CntlPlains,101.74,101.9,10.9,10.9,16.57,0.024,16.6,5.3,0.01,5.3,738,16,0.153,20,10
3338780,0.400199742,696,"NORTH FORK VERMILION RIVER NEAR BISMARCK, IL",691.6,5,40.265314,-87.642799,IL,Ref,CntlPlains,96.51,98.27,10.61,10.8,16.32,0.167,16.7,4.78,0.135,5,725.5,17,0.17,20,10
3340800,0.54024963,838,BIG RACCOON CREEK NEAR FINCASTLE IND,357.7,5,39.812545,-86.953899,IN,Ref,CntlPlains,105.19,106.06,10.73,11,16.47,0.109,16.8,4.6,0.099,4.9,719.2,16.8,0.129,20,10
3346000,0.654951386,922,"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",814.7,5,39.010042,-87.945588,IL,Ref,SEPlains,106.72,108.66,11.86,12,18,0.214,18.5,6.13,0.165,6.5,764.7,14.1,0.1,20,10
3353600,0.758373532,973,"LITTLE EAGLE CREEK AT SPEEDWAY, IND.",63.5,5,39.787543,-86.2286,IN,Non-ref,CntlPlains,101.38,100.99,11.02,11.2,16.68,0.077,16.8,5.14,0.14,5.4,729.9,16.1,0.123,20,10
3357350,0.764342595,977,"PLUM CREEK NEAR BAINBRIDGE, IND.",7.8,5,39.761713,-86.72945,IN,Ref,CntlPlains,107.1,107.78,10.94,11,16.49,0.059,16.6,4.88,0.041,5,726.3,16,0.124,20,10
3361850,0.547514752,844,"BUCK CREEK AT ACTON, IND.",204,5,39.65699,-85.957482,IN,Non-ref,CntlPlains,104.41,104.31,10.74,10.9,16.66,0.091,16.9,5.11,0.123,5.3,719,16.4,0.126,20,10
3364500,0.629488928,906,"CLIFTY CREEK AT HARTSVILLE, IN",237.1,5,39.274773,-85.701647,IN,Ref,CntlPlains,109.62,109.86,10.91,11.4,17.04,0.246,17.7,5.27,0.241,5.7,716.8,15.6,0.111,20,10
3366500,0.787549939,990,"MUSCATATUCK RIVER NEAR DEPUTY, IN",755.2,5,38.804223,-85.673855,IN,Ref,CntlPlains,114.76,111.3,11.91,12.1,18.12,0.436,18.8,5.98,0.34,6.6,745.6,14.1,0.089,20,10
3368000,1.034851676,1078,"BRUSH CREEK NEAR NEBRASKA, IN",29.7,5,39.070331,-85.486077,IN,Ref,CntlPlains,114.77,115.73,11.52,11.7,17.63,0.115,17.8,5.57,0.068,5.7,732.8,14.9,0.086,20,10
3384450,0.880969741,1033,"LUSK CREEK NEAR EDDYVILLE, IL",111.1,5,37.472273,-88.547269,IL,Ref,SEPlains,122.72,123.45,13.4,13.6,19.78,0.063,19.9,7.96,0.122,7.9,804.4,9.8,0.07,20,10
3408500,0.518616148,827,"NEW RIVER AT NEW RIVER, TN",990.4,5,36.385517,-84.554717,TN,Ref,EastHghlnds,153.01,138.89,11.92,12.4,18.68,0.669,19.6,5.64,0.64,6.3,705.1,11.4,0.066,13,10
3409500,0.517316359,826,"CLEAR FORK NEAR ROBBINS, TN",704.3,5,36.388288,-84.630188,TN,Ref,EastHghlnds,141.89,138.14,12.82,12.7,19.24,0.227,19.6,6.31,0.312,6.2,744,9.8,0.063,13,10
3426470,0.794444805,994,"DRY CREEK NEAR EDENWOLD, TN",18.7,5,36.284452,-86.706341,TN,Non-ref,SEPlains,127.83,127.03,14.28,14.5,20.77,0.203,21.1,8.35,0.033,8.4,830.9,7,0.068,13,10
3431300,0.659507466,925,"BROWNS CREEK AT STATE FAIRGROUNDS AT NASHVILLE, TN",31,5,36.129985,-86.761049,TN,Non-ref,SEPlains,130.26,127.98,14.68,14.8,21.08,0.085,21.2,8.4,0.064,8.4,845.6,6.8,0.069,16,10
3431700,0.638165331,914,"RICHLAND CREEK AT CHARLOTTE AVE, AT NASHVILLE, TN",64,5,36.151224,-86.854272,TN,Non-ref,SEPlains,132.84,131.71,14.43,14.6,21.09,0.089,21.3,8.2,0.143,8,833.9,6.5,0.07,17,10
3439000,0.22435941,327,"FRENCH BROAD RIVER AT ROSMAN, NC",178.7,6,35.143333,-82.824722,NC,Ref,EastHghlnds,193.83,187.5,11.52,12.6,18.34,1.016,19.7,5.69,0.402,5.9,661.1,7.5,0.036,20,10
3441000,0.256405201,397,"DAVIDSON RIVER NEAR BREVARD, NC",104.3,6,35.273056,-82.705833,NC,Ref,EastHghlnds,185.68,165.47,11.81,12.5,18.14,1.011,19.6,5.44,0.503,5.6,669.5,6.6,0.047,17,10
344894205,0.293758804,479,"NORTH FORK SWANNANOA RIVER NEAR WALKERTOWN, NC",38.6,6,35.683333,-82.333056,NC,Ref,EastHghlnds,153.95,135.27,9.59,10.7,15.12,1.548,18.4,4.48,0.659,4.6,584.3,10.3,0.049,20,10
3450000,0.230136535,340,"BEETREE CREEK NEAR SWANNANOA, NC",14.1,6,35.653056,-82.405278,NC,Ref,EastHghlnds,135.31,126,10.89,10.7,15.51,1.139,17.6,4.73,0.429,4.3,629.7,7.9,0.059,20,10
3455500,0.334408728,588,"W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC",73,6,35.396111,-82.9375,NC,Ref,EastHghlnds,188.59,140.64,9.82,10,15.64,0.897,17.8,4.35,0.985,3.7,584.2,13.8,0.066,20,10
3456500,0.265999682,418,"EAST FORK PIGEON RIVER NEAR CANTON, NC",133.4,6,35.461667,-82.869722,NC,Ref,EastHghlnds,169.69,114.04,10.93,11.3,16.7,1.119,18.7,4.65,0.904,4.5,626.5,10.9,0.042,20,10
3460000,0.202909217,294,"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC",127,6,35.6675,-83.073611,NC,Ref,EastHghlnds,156.87,130.99,9.51,10.9,15.95,1.204,18.4,2.36,0.391,3.9,577.5,15.2,0.075,20,10
3463300,0.343123446,605,"SOUTH TOE RIVER NEAR CELO, NC",112.2,6,35.831507,-82.184287,NC,Ref,EastHghlnds,158.27,147.07,9.71,10.4,15.56,1.851,17.8,4.23,0.742,3.8,586.3,12.7,0.047,20,10
3471500,0.220198434,321,"S F HOLSTON RIVER AT RIVERSIDE NR CHILHOWIE, VA",198.2,6,36.760393,-81.631229,VA,Ref,EastHghlnds,123.08,114.24,10.5,11,16.77,1.008,18.4,4.09,0.343,4.4,637.2,14.5,0.076,20,10
3473000,0.236376905,355,"S F HOLSTON RIVER NEAR DAMASCUS, VA",784.8,6,36.651781,-81.84401,VA,Ref,EastHghlnds,124.63,110.44,10.62,12,16.94,1.172,19.1,4.31,0.509,5.5,640.4,13.8,0.08,20,10
3479000,0.322910037,550,"WATAUGA RIVER NEAR SUGAR GROVE, NC",235.6,6,36.239167,-81.822222,NC,Ref,EastHghlnds,130.49,110.78,10.21,11,16.12,1.018,17.6,4.18,0.37,3.9,615.2,14.1,0.073,20,10
3488000,0.330365393,579,"N F HOLSTON RIVER NEAR SALTVILLE, VA",578.2,6,36.896781,-81.746229,VA,Ref,EastHghlnds,117.15,115.38,10.46,11,17.27,1.025,18.7,4.4,0.608,4.9,642.1,14.1,0.079,20,10
3498500,0.33107419,582,"LITTLE RIVER NEAR MARYVILLE, TN",696.8,6,35.785621,-83.884604,TN,Ref,EastHghlnds,150.25,128.43,12.81,14.2,19.17,1.998,20.7,6.03,1.623,8.4,732.6,9.1,0.073,20,10
3500000,0.197632975,284,"LITTLE TENNESSEE RIVER NEAR PRENTISS, NC",361.1,6,35.15,-83.379722,NC,Ref,EastHghlnds,181.35,140.25,12.32,13.3,19.01,1.073,20.5,5.66,0.449,5.9,692.4,8.3,0.083,20,10
3500240,0.233867147,349,"CARTOOGECHAYE CREEK NEAR FRANKLIN, NC",145.9,6,35.158889,-83.394167,NC,Ref,EastHghlnds,173.99,141.14,12.15,13.3,18.92,1.255,20.6,5.35,0.499,6,682.7,9.3,0.116,20,10
3504000,0.195520513,279,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",134.5,6,35.1275,-83.618611,NC,Ref,EastHghlnds,207.2,181.18,10.83,10.9,16.88,0.606,18.4,5.37,0.519,5.4,626.1,12.6,0.093,20,10
3574500,0.443886195,757,PAINT ROCK RIVER NEAR WOODVILLE AL,813.8,6,34.624255,-86.306374,AL,Ref,EastHghlnds,151.29,144.84,14.42,15.2,20.62,0.858,22.2,8.68,0.289,9.5,812.3,4.9,0.089,20,10
357479650,0.747200183,970,"HESTER CREEK AT BUDDY WILLIAMSON RD NR PLEVNA, AL",76,6,34.960921,-86.463602,AL,Ref,SEPlains,146.47,145.53,14.61,14.8,21.21,0.195,21.4,8.63,0.076,8.6,822.9,4.3,0.091,11,10
3592718,0.621008659,900,"LITTLE YELLOW CREEK EAST NR BURNSVILLE, MS",67,6,34.835556,-88.288056,MS,Ref,SEPlains,150.82,149.58,15.52,15.5,22.16,0.091,22.4,8.98,0.122,9.3,875,4.9,0.105,20,10
3597590,0.841518044,1008,"WARTRACE CREEK BELOW COUNTY ROAD AT WARTRACE, TN",92.9,6,35.527295,-86.340271,TN,Ref,SEPlains,145.85,146.21,14.68,14.8,21.29,0.18,21.5,8.25,0.32,8.5,830.9,5.1,0.064,20,10
3604000,0.331842908,584,"BUFFALO RIVER NEAR FLAT WOODS, TN",1163,6,35.495906,-87.832804,TN,Ref,SEPlains,149.84,146.4,14.03,14,21.33,0.121,21.6,7.87,0.364,7.7,802.1,5.8,0.083,20,10
3611260,1.120675428,1095,"MASSAC CREEK NEAR PADUCAH, KY",34.4,5,37.041444,-88.710885,KY,Non-ref,SEPlains,125.35,124.76,14.25,14.2,20.29,0.053,20.2,8.27,0.038,8.4,842.8,8.6,0.066,20,10
3611850,0.848493009,1014,"BAYOU CREEK NEAR GRAHAMVILLE, KY",37.3,5,37.144776,-88.827281,KY,Non-ref,SEPlains,124.4,123.71,14.1,14.1,20.16,0.017,20.2,8.32,0.06,8.4,840,9,0.066,17,10
3611900,1.050393551,1082,"LITTLE BAYOU CREEK NEAR GRAHAMVILLE, KY",15.7,5,37.139499,-88.790612,KY,Non-ref,SEPlains,124.34,123.84,14.1,14.1,20.16,0.01,20.1,8.36,0.029,8.4,841.5,9,0.065,17,10
4015330,0.40050104,697,"KNIFE RIVER NEAR TWO HARBORS, MN",224.4,4,46.94688,-91.792401,MN,Ref,MxWdShld,78.83,77.34,4.17,4.5,9.05,0.173,9.7,-1.73,0.374,-0.8,532.3,22.2,0.337,20,10
4024430,0.266975341,422,"NEMADJI RIVER NEAR SOUTH SUPERIOR, WI",1091.3,4,46.633274,-92.09408,WI,Ref,MxWdShld,78.74,77.16,4.4,4.3,10.94,0.23,9.7,-2.19,0.298,-0.6,556.1,20.3,0.35,20,10
4027000,0.216698101,314,"BAD RIVER NEAR ODANAH, WI",1619.8,4,46.486614,-90.696297,WI,Ref,MxWdShld,86,83.23,4.45,4.3,10.89,0.295,11.1,-1.51,0.312,-0.7,549.4,24,0.265,20,10
4040500,0.162191886,227,"STURGEON RIVER NEAR SIDNAW, MI",419.8,4,46.584106,-88.57597,MI,Ref,MxWdShld,89.98,84.88,4.24,4.7,10.5,0.211,10.8,-2.08,0.325,-1.8,529.1,30.4,0.197,20,10
4043050,0.21449153,313,"TRAP ROCK RIVER NEAR LAKE LINDEN, MI",76.6,4,47.228536,-88.385393,MI,Ref,MxWdShld,84.89,85.04,4.66,4.8,9.77,0.46,10.5,0.02,0.123,0.2,536.7,36.3,0.072,20,10
4045500,0.053440981,26,"TAHQUAMENON RIVER NEAR PARADISE, MI",1909.6,4,46.575015,-85.269555,MI,Ref,MxWdShld,82.79,91.64,4.8,4.4,10.58,0.189,10.5,-0.76,0.348,-1.4,527.3,32.4,0.138,20,10
4046000,0.125562863,168,"BLACK RIVER NR GARNET, MI",75.8,4,46.118056,-85.365369,MI,Ref,MxWdShld,81.09,79.94,5.15,5.4,10.64,0.042,10.5,-0.53,0.223,0.1,534.4,30.4,0.144,15,10
4056500,0.048303538,21,"MANISTIQUE RIVER NEAR MANISTIQUE, MI",2945.9,4,46.030529,-86.161249,MI,Ref,MxWdShld,81.64,79.06,5.03,5,11.06,0.3,10.5,-0.5,0.284,0,537.5,31.1,0.151,20,10
4057510,0.094839863,100,"STURGEON RIVER NEAR NAHMA JUNCTION, MI",473.6,4,45.943024,-86.7057,MI,Ref,MxWdShld,82.76,80.19,5.24,5.4,11.29,0.11,10.9,-0.42,0.126,0,541,30.4,0.167,20,10
4057800,0.155731167,219,"MIDDLE BRANCH ESCANABA RIVER AT HUMBOLDT, MI",115.9,4,46.499103,-87.886524,MI,Ref,MxWdShld,84.47,83.93,4.02,4.1,10.74,0.047,10.8,-2.57,0.35,-2.7,520.5,31.3,0.197,20,10
4059500,0.111548207,145,"FORD RIVER NEAR HYDE, MI",1184.4,4,45.755523,-87.201524,MI,Ref,MxWdShld,78.69,73.32,4.77,5.4,11.2,0.334,10.9,-1.13,0.557,0.5,543.5,25.7,0.246,20,10
